PK_TILL_SA,C_SAMPLE,Easting,Northing,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,Fe2O3,Na2O,K2O,CaO,MgO,CWI,Fe_react,LITH_ORIG,DIST_LITH_Aal,DIST_LITH_Aam,DIST_LITH_Ab,DIST_LITH_Ac,DIST_LITH_Acg,DIST_LITH_Ag,DIST_LITH_Agb,DIST_LITH_Agbm,DIST_LITH_Agd,DIST_LITH_Agk,DIST_LITH_Agkm,DIST_LITH_Agkx,DIST_LITH_Agn,DIST_LITH_Agnb,DIST_LITH_Agnp,DIST_LITH_Ags,DIST_LITH_Agx,DIST_LITH_Am,DIST_LITH_Amp,DIST_LITH_Ams,DIST_LITH_As,DIST_LITH_Asv,DIST_LITH_Atg,DIST_LITH_Ath,DIST_LITH_Atl,DIST_LITH_Atm,DIST_LITH_Avc,DIST_LITH_Avf,DIST_LITH_Avm,DIST_LITH_Avx,DIST_LITH_PAa,DIST_LITH_PAg,DIST_LITH_PAgt,DIST_LITH_PAm,DIST_LITH_PAt,DIST_LITH_Pa,DIST_LITH_Pal,DIST_LITH_Pg,DIST_LITH_Pgt,DIST_LITH_Pm,DIST_LITH_Po,DIST_LITH_Ppx,DIST_LITH_Psc,DIST_LITH_Psq,DIST_LITH_Pt,DIST_LITH_Pu,DIST_LITH_Pv,MAG_RESID,ELEV_M,SLOPE_DEG,RUGGEDNESS,TWI,DIST_DYKES,DIST_FAULTS,DIST_LINEAM,ALT,MAP,SNOWFALL,MAT,TDD,MAX_SWE,AET,GST,T1M,T2M,T5M,T10M,SM_0_7,SM_7_28,SM_28_100,SM_100_289
6025,1545,-787690.7676281532,1855275.256056406,0.09,0.68,0.03,0.11,0.01,0.97172,0.01348,0.03615,0.126,0.18238,73.07648921209568,0.2616211390282238,24.0,221108.578125,213517.265625,45155.98046875,196706.15625,6189.708984375,71004.3984375,901.3878173828124,19139.29296875,33883.0703125,3824.2646484375,50165.3515625,118798.671875,7352.720703125,11426.39453125,108171.453125,5153.8818359375,30610.455078125,9924.716796875,164153.125,5344.3896484375,42761.6953125,50766.62109375,109198.5,0.0,18823.19140625,4315.6689453125,47100.95703125,1677.051025390625,500.0,81334.5703125,211654.5,150331.515625,229204.734375,122700.09375,119097.6484375,120657.0546875,250506.734375,76956.15625,132857.53125,76884.65625,268947.03125,147025.71875,80009.765625,74281.9765625,84562.4765625,117350.171875,97602.5078125,-42.577903747558594,461.0688781738281,1.3419606685638428,4.8769731521606445,9.275373458862305,500.0,8385.2548828125,1060.66015625,0.713832437992096,288.4296196246718,176.1004599532773,-8.276946067810059,1202.2502896851756,99.9436264038086,265.02029336346374,-3.0217947959899902,-4.217763423919678,-4.251744270324707,-4.344442367553711,-4.452062129974365,0.2507500676382181,0.2504741158169111,0.2469354802883354,0.2796962442210308
6027,1601,-788344.3408450411,1855186.774316016,0.1,0.88,0.04,0.23,0.01,1.25752,0.01348,0.0482,0.1399999999999999,0.38134,68.32342682038967,0.3983392430482358,29.0,221599.015625,214149.484375,44850.4453125,196046.078125,5505.6787109375,70342.0234375,250.0,19731.00390625,34652.7421875,3500.0,49870.45703125,119148.015625,7619.87548828125,10644.833984375,107726.796875,4366.0625,31274.990234375,9253.3779296875,164029.34375,4562.07177734375,42500.734375,50220.76171875,108408.0859375,353.55340576171875,18676.5234375,3535.533935546875,47472.359375,1250.0,0.0,81847.8046875,210912.890625,149617.21875,228414.234375,123094.7265625,118609.125,120052.0703125,249716.34375,76662.40625,132186.421875,76831.796875,269154.46875,147581.546875,79934.7421875,74147.234375,84478.1796875,117486.4375,97360.796875,-19.55404281616211,454.4718017578125,2.241568088531494,8.08382511138916,8.762001991271973,500.0,8062.2578125,1414.213623046875,0.7193702459335327,288.26112907013646,176.11105845297612,-8.276084899902344,1202.6991080627597,99.8552474975586,264.65891955644054,-3.4737868309021,-4.113554954528809,-4.150434494018555,-4.19310188293457,-4.251345157623291,0.2515005811675063,0.2509488119175214,0.2471395772512283,0.2801603523956831
6029,1602,-788320.3738573713,1855182.6213804784,0.22,1.19,0.08,0.33,0.01,1.70051,0.01348,0.0964,0.308,0.54714,63.7963181806245,0.6156472297066623,29.0,221599.015625,214149.484375,44850.4453125,196046.078125,5505.6787109375,70342.0234375,250.0,19731.00390625,34652.7421875,3500.0,49870.45703125,119148.015625,7619.87548828125,10644.833984375,107726.796875,4366.0625,31274.990234375,9253.3779296875,164029.34375,4562.07177734375,42500.734375,50220.76171875,108408.0859375,353.55340576171875,18676.5234375,3535.533935546875,47472.359375,1250.0,0.0,81847.8046875,210912.890625,149617.21875,228414.234375,123094.7265625,118609.125,120052.0703125,249716.34375,76662.40625,132186.421875,76831.796875,269154.46875,147581.546875,79934.7421875,74147.234375,84478.1796875,117486.4375,97360.796875,-19.55404281616211,454.4718017578125,2.241568088531494,8.08382511138916,8.762001991271973,500.0,8062.2578125,1414.213623046875,0.7193702459335327,288.26112907013646,176.11105845297612,-8.276084899902344,1202.6991080627597,99.8552474975586,264.65891955644054,-3.4737868309021,-4.113554954528809,-4.150434494018555,-4.19310188293457,-4.251345157623291,0.2515005811675063,0.2509488119175214,0.2471395772512283,0.2801603523956831
6031,1603,-788296.165605455,1855179.4078171952,0.14,0.68,0.06,0.18,0.01,0.97172,0.01348,0.0723,0.196,0.29844,62.61324535742362,0.3632945722128432,29.0,221599.015625,214149.484375,44850.4453125,196046.078125,5505.6787109375,70342.0234375,250.0,19731.00390625,34652.7421875,3500.0,49870.45703125,119148.015625,7619.87548828125,10644.833984375,107726.796875,4366.0625,31274.990234375,9253.3779296875,164029.34375,4562.07177734375,42500.734375,50220.76171875,108408.0859375,353.55340576171875,18676.5234375,3535.533935546875,47472.359375,1250.0,0.0,81847.8046875,210912.890625,149617.21875,228414.234375,123094.7265625,118609.125,120052.0703125,249716.34375,76662.40625,132186.421875,76831.796875,269154.46875,147581.546875,79934.7421875,74147.234375,84478.1796875,117486.4375,97360.796875,-19.55404281616211,454.4718017578125,2.241568088531494,8.08382511138916,8.762001991271973,500.0,8062.2578125,1414.213623046875,0.7193702459335327,288.26112907013646,176.11105845297612,-8.276084899902344,1202.6991080627597,99.8552474975586,264.65891955644054,-3.4737868309021,-4.113554954528809,-4.150434494018555,-4.19310188293457,-4.251345157623291,0.2515005811675063,0.2509488119175214,0.2471395772512283,0.2801603523956831
6033,1604,-788248.2316172121,1855171.1019096223,0.08,0.95,0.04,0.17,0.01,1.35755,0.01348,0.0482,0.1119999999999999,0.28186,74.87493726180169,0.3410852892024112,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
6035,1605,-788224.2646460205,1855166.948953074,0.13,0.92,0.11,0.22,0.01,1.31468,0.01348,0.13255,0.182,0.36476,65.4893971018247,0.4537039941817312,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
6037,1606,-788177.2700400256,1855158.884347817,0.08,1.03,0.07,0.22,0.01,1.47187,0.01348,0.08435,0.1119999999999999,0.36476,71.9227348689933,0.4132608422837482,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
6039,1607,-788153.0617676877,1855155.6707684416,0.07,1.01,0.05,0.2,0.01,1.44329,0.01348,0.06025,0.098,0.3316,74.1433869990034,0.3731859097820839,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
6041,1608,-788129.0948030005,1855151.517822342,0.11,0.98,0.06,0.19,0.01,1.40042,0.01348,0.0723,0.154,0.3150199999999999,71.62467650699155,0.3973737052607889,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
6043,1609,-788105.1278008735,1855147.3648595577,0.12,1.08,0.09,0.23,0.01,1.5433200000000002,0.01348,0.10845,0.1679999999999999,0.38134,69.68874599813059,0.4677996452616511,29.0,221513.6875,214007.15625,45013.88671875,196200.46875,5667.89208984375,70583.7265625,353.55340576171875,19500.0,34403.8515625,3508.917236328125,50031.2421875,119113.65625,7458.216796875,10891.5107421875,107794.3671875,4609.7724609375,31117.720703125,9410.7646484375,163988.0,4808.84619140625,42502.94140625,50441.1796875,108646.7890625,250.0,18794.9453125,3783.1865234375,47429.5546875,1274.7548828125,0.0,81753.4375,211107.9375,149865.359375,228650.390625,122907.484375,118693.140625,120182.4140625,249955.125,76823.2578125,132429.46875,76925.6953125,269168.28125,147470.765625,80035.1484375,74264.7265625,84581.3203125,117522.8671875,97508.015625,-34.59082794189453,454.4587707519531,2.0285487174987797,7.526974678039551,8.86194896697998,750.0,8246.2109375,1250.0,0.7227787971496582,288.1927170006795,176.11295700461102,-8.275443077087402,1202.6681917228825,99.88420104980467,264.5889343288695,-3.463650941848755,-4.359649658203125,-4.399868488311768,-4.467539310455322,-4.548546314239502,0.2508393100125378,0.2503589902085487,0.2465877125487573,0.2796241128859855
